year,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,country,continent
1981,65.03,5111.20014,44988356,184300,9027,Turkey,Asia
1982,65.82,5174.05955,46025357,175500,8829,Turkey,Asia
1983,66.56,5310.34194,47073422,166400,9061,Turkey,Asia
1984,67.48,5544.20358,48114105,157200,9349,Turkey,Asia
1985,68,5659.40092,49133883,147800,9746,Turkey,Asia
1986,68.63,5936.07721,50128489,138400,10173,Turkey,Asia
1987,69.91,6375.47509,51100878,129000,11030,Turkey,Asia
1988,70.41,6404.02378,52053704,119800,11114,Turkey,Asia
1989,70.11,6308.83887,52992429,111300,10784,Turkey,Asia
1990,70.16,6774.62597,53921699,103600,11400,Turkey,Asia
1991,70.18,6709.09836,54840531,96660,11290,Turkey,Asia
1992,70.46,6932.12472,55748875,90400,11665,Turkey,Asia
1993,70.57,7343.33115,56653729,84650,12357,Turkey,Asia
1994,70.72,6889.81699,57564132,79670,11594,Turkey,Asia
1995,70.92,7315.41315,58486381,74970,12310,Turkey,Asia
1996,71.43,7731.42516,59423208,70820,13010,Turkey,Asia
1997,71.94,8186.50639,60372499,67140,13776,Turkey,Asia
1998,72.62,8244.76341,61329590,63420,13874,Turkey,Asia
1999,71.97,7842.84764,62287326,59650,13198,Turkey,Asia
2000,74.11,8237.60871,63240121,55720,13862,Turkey,Asia
2001,74.8,7631.65013,64191474,51560,12842,Turkey,Asia
2002,75.39,8003.73838,65143054,47340,13468,Turkey,Asia
2003,75.46,8332.0275,66085803,43150,14021,Turkey,Asia
2004,76.27,9009.88607,67007855,39250,15162,Turkey,Asia
2005,76.65,9692.12957,67903406,36060,16310,Turkey,Asia
2006,77.23,10251.37718,68763405,33110,17251,Turkey,Asia
2007,78.12,10638.06334,69597281,30630,17901,Turkey,Asia
2008,78.76,10599.63117,70440032,28460,17837,Turkey,Asia
2009,78.15,9973.6633,71339185,26600,16783,Turkey,Asia
2010,78.21,10672.40016,72326914,24980,17959,Turkey,Asia
2011,78.23,11683.60448,73409455,23690,19661,Turkey,Asia
2012,78.58,12052.72008,74569867,22470,20282,Turkey,Asia
2013,78.44,12866.09535,75787333,21430,21651,Turkey,Asia
2014,78.76,13312.4552,77030628,20130,22402,Turkey,Asia
2015,78.95,13898.74884,78271472,18940,23382,Turkey,Asia
1988,55.68,473.70255,23909954,172700,1443,Tanzania,Africa
1989,55.26,476.6046,24660575,174800,1456,Tanzania,Africa
1990,54.86,494.2025,25459604,177600,1473,Tanzania,Africa
1991,54.6,488.07672,26315013,181400,1454,Tanzania,Africa
1992,54.05,474.6446,27219619,185200,1414,Tanzania,Africa
1993,53.73,464.53305,28149328,189000,1384,Tanzania,Africa
1994,53.18,456.89312,29070615,191600,1361,Tanzania,Africa
1995,52.9,459.17497,29960776,192600,1368,Tanzania,Africa
1996,52.66,466.81301,30811854,192300,1391,Tanzania,Africa
1997,52.5,470.72237,31635251,189400,1403,Tanzania,Africa
1998,52.48,475.92871,32451713,184800,1418,Tanzania,Africa
1999,52.54,486.41093,33291540,179000,1449,Tanzania,Africa
2000,52.86,497.20418,34178042,173200,1482,Tanzania,Africa
2001,53.36,512.96827,35117019,167200,1529,Tanzania,Africa
2002,53.83,534.69665,36105808,161800,1593,Tanzania,Africa
2003,54.31,555.49604,37149072,156400,1655,Tanzania,Africa
2004,54.8,581.77241,38249984,150600,1734,Tanzania,Africa
2005,55.3,610.82233,39410545,144600,1820,Tanzania,Africa
2006,56.01,620.05971,40634948,138000,1848,Tanzania,Africa
2007,56.98,651.90366,41923715,130800,1942,Tanzania,Africa
2008,57.98,666.81324,43270144,123700,1987,Tanzania,Africa
2009,58.58,680.80613,44664231,117600,2029,Tanzania,Africa
2010,59.3,701.60455,46098591,111200,2091,Tanzania,Africa
2011,59.94,733.6708,47570902,106200,2186,Tanzania,Africa
2012,60.68,747.66445,49082997,103400,2228,Tanzania,Africa
2013,61.75,777.40364,50636595,102000,2316,Tanzania,Africa
2014,62.63,806.1501,52234869,99370,2402,Tanzania,Africa
2015,63.49,835.9705,53879957,98180,2491,Tanzania,Africa
1982,49.89,303.28192,13323332,131600,795,Uganda,Africa
1983,50.13,311.08578,13735271,131600,831,Uganda,Africa
1984,50.07,300.40771,14174470,131900,738,Uganda,Africa
1985,49.95,281.11122,14646624,133500,729,Uganda,Africa
1986,49.68,272.74973,15154521,136200,708,Uganda,Africa
1987,50.92,273.78401,15695411,140000,727,Uganda,Africa
1988,50.63,286.08097,16262533,144200,750,Uganda,Africa
1989,49.96,293.74082,16846090,148200,777,Uganda,Africa
1990,49.2,302.12614,17438907,151300,782,Uganda,Africa
1991,48.41,308.27306,18040438,154100,798,Uganda,Africa
1992,47.86,308.34306,18652889,155900,798,Uganda,Africa
1993,47.34,323.22896,19275422,157500,837,Uganda,Africa
1994,47.02,333.00518,19907634,159300,862,Uganda,Africa
1995,46.96,359.76429,20550291,161400,931,Uganda,Africa
1996,47,380.3387,21202118,163600,984,Uganda,Africa
1997,47.39,387.60066,21865931,164700,1003,Uganda,Africa
1998,47.7,394.24734,22551789,164300,1020,Uganda,Africa
1999,48.24,412.79852,23272995,162800,1069,Uganda,Africa
2000,48.71,412.19643,24039274,160300,1067,Uganda,Africa
2001,49.44,419.33583,24854892,156600,1085,Uganda,Africa
2002,50.17,440.65222,25718048,151900,1141,Uganda,Africa
2003,50.93,453.19784,26624820,146500,1173,Uganda,Africa
2004,51.76,467.48002,27568436,140600,1210,Uganda,Africa
2005,52.81,480.09541,28543940,134400,1243,Uganda,Africa
2006,53.71,513.75282,29550662,128100,1330,Uganda,Africa
2007,54.33,538.03943,30590487,121600,1393,Uganda,Africa
2008,55.11,565.06792,31663896,115400,1463,Uganda,Africa
2009,56.03,583.09709,32771895,110000,1508,Uganda,Africa
2010,56.81,595.20617,33915133,105500,1540,Uganda,Africa
2011,57.67,629.24052,35093648,100000,1629,Uganda,Africa
2012,58.63,631.55519,36306796,93670,1635,Uganda,Africa
2013,59.75,632.48621,37553726,90170,1637,Uganda,Africa
2014,60.75,642.87739,38833338,86880,1666,Uganda,Africa
2015,61.64,654.13658,40144870,85290,1693,Uganda,Africa
1987,70.62,4020.58321,51221145,15410,10412,Ukraine,Europe
1988,70.6,4105.52075,51339575,14140,10595,Ukraine,Europe
1989,70.24,4243.77461,51423532,13040,10746,Ukraine,Europe
1990,69.88,3965.38272,51464348,12200,10464,Ukraine,Europe
1991,69.31,3624.29263,51462610,11720,9564,Ukraine,Europe
1992,68.76,3263.37186,51417432,11480,8611,Ukraine,Europe
1993,68.24,2797.56841,51317636,11280,7382,Ukraine,Europe
1994,67.56,2166.69302,51149537,11120,5718,Ukraine,Europe
1995,66.62,1917.45137,50905677,10850,5060,Ukraine,Europe
1996,66.8,1741.08871,50582456,10350,4594,Ukraine,Europe
1997,67.37,1704.31402,50189314,9696,4497,Ukraine,Europe
1998,68.12,1686.94179,49748581,8957,4452,Ukraine,Europe
1999,67.75,1699.51747,49290792,8170,4485,Ukraine,Europe
2000,67.44,1817.9971,48840074,7543,4797,Ukraine,Europe
2001,67.66,2005.31514,48402885,6953,5292,Ukraine,Europe
2002,67.75,2130.65856,47979592,6481,5622,Ukraine,Europe
2003,67.76,2349.93151,47580559,6171,6201,Ukraine,Europe
2004,67.61,2654.33355,47215966,5989,7004,Ukraine,Europe
2005,67.25,2746.0498,46892163,6008,7246,Ukraine,Europe
2006,67.92,2966.50006,46616389,6176,7828,Ukraine,Europe
2007,67.73,3220.01356,46386355,6411,8497,Ukraine,Europe
2008,67.97,3311.95841,46186430,6660,8740,Ukraine,Europe
2009,69.58,2834.34325,45994024,6712,7479,Ukraine,Europe
2010,70.41,2965.14237,45792501,6588,7824,Ukraine,Europe
2011,71.1,3138.46507,45576307,6208,8282,Ukraine,Europe
2012,71.11,3153.73924,45349333,5628,8322,Ukraine,Europe
2013,71.26,3160.08374,45115785,4968,8339,Ukraine,Europe
2014,71.72,3123.91557,44883426,4418,8243,Ukraine,Europe
2015,71.93,2828.88539,44657704,3997,7465,Ukraine,Europe
1960,67.73,5474.62153,2538651,3639,7998,Uruguay,Americas
1961,67.96,5539.01895,2571690,3618,8068,Uruguay,Americas
1962,68.15,5384.39296,2603887,3557,7734,Uruguay,Americas
1963,68.3,5329.62514,2635129,3484,7627,Uruguay,Americas
1964,68.41,5397.71013,2665390,3415,7644,Uruguay,Americas
1965,68.47,5395.15089,2694537,3355,7606,Uruguay,Americas
1966,68.51,5502.52337,2722877,3295,7745,Uruguay,Americas
1967,68.52,5248.84142,2750093,3210,7315,Uruguay,Americas
1968,68.53,5300.41824,2774774,3108,7323,Uruguay,Americas
1969,68.54,5570.5764,2795046,3024,7668,Uruguay,Americas
1970,68.57,5670.61071,2809803,2966,7934,Uruguay,Americas
1971,68.66,5639.3436600000005,2818270,2987,7849,Uruguay,Americas
1972,68.48,5558.67813,2821439,3093,7563,Uruguay,Americas
1973,68.55,5572.70756,2822081,3263,7606,Uruguay,Americas
1974,68.6,5730.02016,2824069,3423,7831,Uruguay,Americas
1975,68.79,6066.26498,2830172,3493,8284,Uruguay,Americas
1976,69,6280.02226,2841429,3423,8567,Uruguay,Americas
1977,69.08,6336.46762,2857105,3218,8612,Uruguay,Americas
1978,69.58,6633.19981,2875966,2907,9012,Uruguay,Americas
1979,69.89,6995.61218,2896023,2565,9513,Uruguay,Americas
1980,70.21,7354.22754,2915778,2235,10034,Uruguay,Americas
1981,70.82,7419.9144,2935036,1952,10169,Uruguay,Americas
1982,71.34,6652.26758,2954282,1740,9147,Uruguay,Americas
1983,71.53,5930.28403,2973463,1595,8556,Uruguay,Americas
1984,71.51,5824.94647,2992645,1504,8409,Uruguay,Americas
1985,71.64,5872.57095,3011908,1447,8478,Uruguay,Americas
1986,71.87,6349.60397,3031038,1419,9169,Uruguay,Americas
1987,72.14,6814.58134,3049966,1406,9833,Uruguay,Americas
1988,72.41,6872.38926,3069099,1399,9770,Uruguay,Americas
1989,72.68,6903.525,3088984,1387,9827,Uruguay,Americas
1990,72.8,6877.28717,3109989,1368,9841,Uruguay,Americas
1991,72.92,7070.5059,3132050,1335,10117,Uruguay,Americas
1992,73.11,7576.14609,3154855,1303,10841,Uruguay,Americas
1993,73.18,7720.4666,3178155,1272,11047,Uruguay,Americas
1994,73.46,8221.94944,3201607,1229,11765,Uruguay,Americas
1995,73.51,8044.64175,3224804,1182,11511,Uruguay,Americas
1996,73.7,8432.62114,3248035,1130,12066,Uruguay,Americas
1997,73.93,9089.1229,3271010,1067,13006,Uruguay,Americas
1998,74.18,9438.88305,3292138,1000,13506,Uruguay,Americas
1999,74.42,9207.79229,3309318,941,13175,Uruguay,Americas
2000,74.82,8997.66012,3321245,890,12875,Uruguay,Americas
2001,74.93,8636.54527,3327103,850,12358,Uruguay,Americas
2002,75.04,7967.16256,3327773,824,11400,Uruguay,Americas
2003,75.01,8036.47922,3325637,794,11499,Uruguay,Americas
2004,75.27,8442.54956,3324096,766,12080,Uruguay,Americas
2005,75.59,9068.23921,3325612,737,12976,Uruguay,Americas
2006,75.8,9424.51699,3331043,707,13486,Uruguay,Americas
2007,75.81,10014.87202,3339741,677,14330,Uruguay,Americas
2008,76.1,10698.05201,3350824,658,15308,Uruguay,Americas
2009,76.33,11112.45603,3362755,638,15901,Uruguay,Americas
2010,76.36,11938.212,3374415,614,17082,Uruguay,Americas
2011,76.43,12512.91348,3385624,595,17905,Uruguay,Americas
2012,76.52,12913.10408,3396777,571,18477,Uruguay,Americas
2013,76.73,13467.43784,3408005,542,19271,Uruguay,Americas
2014,77,13856.69518,3419546,514,19828,Uruguay,Americas
2015,77.14,13859.40739,3431552,487,19831,Uruguay,Americas
1960,69.86,17036.88517,186808228,131200,18058,United States,Americas
1961,70.27,17142.19377,189654905,127400,18170,United States,Americas
1962,70.16,17910.27879,192397741,122200,18965,United States,Americas
1963,69.99,18431.1584,195016211,116000,19497,United States,Americas
1964,70.27,19231.17186,197491844,109600,20337,United States,Americas
1965,70.35,20207.74954,199815540,103500,21361,United States,Americas
1966,70.37,21274.13549,201975222,97550,22494,United States,Americas
1967,70.7,21569.83561,203981928,92050,22802,United States,Americas
1968,70.36,22380.60677,205880418,86710,23647,United States,Americas
1969,70.6,22850.01083,207733004,82050,24147,United States,Americas
1970,70.86,23309.62095,209588150,78080,23908,United States,Americas
1971,71.09,23775.27692,211461598,74390,24350,United States,Americas
1972,71.32,24760.14538,213351773,71480,25374,United States,Americas
1973,71.62,25908.9128,215268687,69010,26567,United States,Americas
1974,72.03,25540.501,217218393,66600,26258,United States,Americas
1975,72.44,25239.91991,219205296,64010,25934,United States,Americas
1976,72.81,26347.80928,221239215,61200,27041,United States,Americas
1977,73.16,27286.25151,223324042,58530,27990,United States,Americas
1978,73.45,28500.24046,225449657,55780,29281,United States,Americas
1979,73.74,29082.59378,227599878,53500,29951,United States,Americas
1980,73.91,28734.39926,229763052,51780,29619,United States,Americas
1981,74.18,29191.99949,231938963,50360,30070,United States,Americas
1982,74.38,28362.49462,234132632,49400,29230,United States,Americas
1983,74.51,29406.25747,236344004,48430,30185,United States,Americas
1984,74.64,31268.97564,238573861,47750,32110,United States,Americas
1985,74.72,32306.83306,240824120,47270,33065,United States,Americas
1986,74.82,33133.69544,243098935,46670,33899,United States,Americas
1987,74.88,33975.6548,245402864,46260,34787,United States,Americas
1988,75,35083.96904,247739582,45370,35929,United States,Americas
1989,75.16,36033.3302,250113187,44430,36830,United States,Americas
1990,75.4,36312.41418,252529950,43140,37062,United States,Americas
1991,75.55,35803.86842,254974819,42280,36543,United States,Americas
1992,75.71,36566.17377,257454273,41040,37321,United States,Americas
1993,75.72,37078.04968,260020186,39750,37844,United States,Americas
1994,75.79,38104.97247,262741566,38700,38892,United States,Americas
1995,75.91,38677.71509,265658849,37470,39476,United States,Americas
1996,76.24,39681.51986,268803424,35980,40501,United States,Americas
1997,76.6,40965.84665,272136551,34290,41812,United States,Americas
1998,76.74,42292.8912,275542603,32980,43166,United States,Americas
1999,76.78,43768.88499,278862277,32270,44673,United States,Americas
2000,76.9,45055.81792,281982778,31520,45986,United States,Americas
2001,76.99,45047.4872,284852391,31610,45978,United States,Americas
2002,77.12,45428.64568,287506847,32070,46367,United States,Americas
2003,77.27,46304.03609,290027624,32670,47260,United States,Americas
2004,77.49,47614.27986,292539324,33570,48597,United States,Americas
2005,77.65,48755.61606,295129501,33700,49762,United States,Americas
2006,77.91,49575.40101,297827356,33520,50599,United States,Americas
2007,78.12,49979.53384,300595175,32980,51011,United States,Americas
2008,78.33,49364.64455,303374067,32170,50384,United States,Americas
2009,78.56,47575.60856,306076362,30840,48558,United States,Americas
2010,78.74,48375.40695,308641391,29940,49373,United States,Americas
2011,78.83,48786.45498,311051373,28690,49791,United States,Americas
2012,78.91,49498.39092,313335423,27790,50520,United States,Americas
2013,78.93,49971.95136,315536676,26600,51008,United States,Americas
2014,78.92,50871.67408,317718779,25630,51831,United States,Americas
2015,78.85,51933.40481,319929162,24920,52790,United States,Americas
1987,68.23,940.46618,19029877,54340,3267,Uzbekistan,Asia
1988,68.31,1001.60292,19501225,53420,3251,Uzbekistan,Asia
1989,68.34,1007.86638,19979127,52480,3225,Uzbekistan,Asia
1990,68.28,997.48761,20462463,51690,3071,Uzbekistan,Asia
1991,68.02,971.64067,20951391,50700,2991,Uzbekistan,Asia
1992,67.54,842.82437,21443453,49300,2595,Uzbekistan,Asia
1993,67.02,804.93811,21931690,47260,2478,Uzbekistan,Asia
1994,66.51,748.24733,22407158,45180,2304,Uzbekistan,Asia
1995,66.16,728.23518,22863264,43120,2242,Uzbekistan,Asia
1996,66,726.58415,23298911,41250,2237,Uzbekistan,Asia
1997,66.04,750.09138,23715490,39600,2309,Uzbekistan,Asia
1998,66.12,769.85432,24112410,38110,2370,Uzbekistan,Asia
1999,66.3,794.34939,24489769,36580,2446,Uzbekistan,Asia
2000,66.36,813.20377,24848920,34950,2504,Uzbekistan,Asia
2001,66.44,836.69865,25188527,33390,2576,Uzbekistan,Asia
2002,66.42,859.58213,25511876,31940,2646,Uzbekistan,Asia
2003,66.46,885.32213,25830659,30700,2726,Uzbekistan,Asia
2004,66.56,942.55405,26160326,29810,2902,Uzbekistan,Asia
2005,66.69,996.86805,26512184,29320,3069,Uzbekistan,Asia
2006,67.09,1056.66681,26890263,29270,3253,Uzbekistan,Asia
2007,67.57,1145.08381,27292375,29510,3525,Uzbekistan,Asia
2008,68.01,1228.26457,27715825,29890,3782,Uzbekistan,Asia
2009,68.41,1305.53821,28155306,30130,4019,Uzbekistan,Asia
2010,68.77,1377.08214,28606294,30120,4240,Uzbekistan,Asia
2011,69.05,1451.88351,29068224,29810,4470,Uzbekistan,Asia
2012,69.3,1547.98156,29540819,29250,4766,Uzbekistan,Asia
2013,69.56,1645.91072,30019734,28420,5067,Uzbekistan,Asia
2014,69.79,1744.49124,30499618,27360,5371,Uzbekistan,Asia
2015,70.05,1851.47278,30976021,26200,5700,Uzbekistan,Asia
1960,61.12,12449.55237,8146847,28340,12968,Venezuela,Americas
1961,61.74,12369.00197,8461685,28730,12360,Venezuela,Americas
1962,62.35,12922.15898,8790589,29260,12524,Venezuela,Americas
1963,62.97,12926.62649,9130349,29760,12421,Venezuela,Americas
1964,63.57,13840.91281,9476252,30080,13736,Venezuela,Americas
1965,64.15,13905.7787,9824692,30080,14000,Venezuela,Americas
1966,64.74,13629.62046,10175140,29760,13751,Venezuela,Americas
1967,65.3,13546.03608,10528054,29090,14166,Venezuela,Americas
1968,65.86,14067.02321,10881995,28130,14702,Venezuela,Americas
1969,66.39,13720.63385,11235491,27060,14689,Venezuela,Americas
1970,66.89,14329.48052,11587761,26110,15323,Venezuela,Americas
1971,66.84,14115.06623,11937805,25130,15479,Venezuela,Americas
1972,66.87,13890.47486,12286439,24380,15596,Venezuela,Americas
1973,66.95,14465.38677,12636969,23690,16293,Venezuela,Americas
1974,67.5,14359.01171,12994025,23250,16962,Venezuela,Americas
1975,67.89,14369.09072,13360987,22950,17624,Venezuela,Americas
1976,68.32,15053.44029,13739142,22810,18854,Venezuela,Americas
1977,69.05,15557.33202,14127787,22810,19534,Venezuela,Americas
1978,69.42,15486.02512,14525931,22780,19389,Venezuela,Americas
1979,69.82,15180.30426,14931739,22610,19041,Venezuela,Americas
1980,69.96,14119.38146,15343916,22220,18030,Venezuela,Americas
1981,70.39,13695.17436,15761799,21650,17445,Venezuela,Americas
1982,70.56,13060.14359,16185894,20860,16590,Venezuela,Americas
1983,71.11,12242.12633,16617346,20120,14942,Venezuela,Americas
1984,71.47,12098.0226,17057785,19470,14138,Venezuela,Americas
1985,71.79,11809.66852,17508059,19000,13796,Venezuela,Americas
1986,72.35,12256.15994,17968552,18680,14011,Venezuela,Americas
1987,72.23,12372.04146,18437794,18470,14716,Venezuela,Americas
1988,72.45,12763.62866,18912526,18190,15413,Venezuela,Americas
1989,72.51,11383.40813,19388342,17840,14040,Venezuela,Americas
1990,72.69,11830.683,19861956,17360,14451,Venezuela,Americas
1991,72.6,12681.62716,20332079,16790,15490,Venezuela,Americas
1992,72.57,13148.20022,20799075,16180,16060,Venezuela,Americas
1993,72.74,12896.47719,21263443,15670,15753,Venezuela,Americas
1994,72.67,12325.15263,21726352,15180,15055,Venezuela,Americas
1995,73.03,12545.25073,22188667,14780,15323,Venezuela,Americas
1996,73.45,12265.36138,22650102,14310,14982,Venezuela,Americas
1997,73.97,12787.04467,23110178,13820,15619,Venezuela,Americas
1998,74.09,12574.7437,23569454,13370,15360,Venezuela,Americas
1999,70.67,11597.99475,24028689,15940,14166,Venezuela,Americas
2000,74.3,11799.88332,24488340,12580,14413,Venezuela,Americas
2001,74.37,11975.38175,24948476,12260,14627,Venezuela,Americas
2002,74.31,10717.1845,25408700,11980,13091,Venezuela,Americas
2003,74.22,9710.3066,25868523,11680,11861,Venezuela,Americas
2004,74.87,11285.87053,26327225,11360,13785,Venezuela,Americas
2005,75.14,12237.93501,26784161,10980,14948,Venezuela,Americas
2006,75.01,13221.4769,27239168,10650,16149,Venezuela,Americas
2007,74.97,14143.71811,27691965,10370,17276,Venezuela,Americas
2008,74.89,14652.24075,28141701,10200,17897,Venezuela,Americas
2009,75,13961.94516,28587323,10020,17054,Venezuela,Americas
2010,75.41,13545.26345,29028033,9909,16545,Venezuela,Americas
2011,75.39,13902.51142,29463291,9809,16981,Venezuela,Americas
2012,75.27,14473.53142,29893080,9648,17679,Venezuela,Americas
2013,75.43,14462.4197,30317848,9424,17665,Venezuela,Americas
2014,75.48,13709.04305,30738378,9191,16746,Venezuela,Americas
1984,66.15,376.61933,59653090,113300,1297,Vietnam,Asia
1985,66.53,382.01128,61049373,112300,1345,Vietnam,Asia
1986,66.92,383.80122,62459560,110700,1354,Vietnam,Asia
1987,67.25,388.70668,63881297,108400,1374,Vietnam,Asia
1988,67.62,399.70424,65313708,105500,1427,Vietnam,Asia
1989,67.9,419.85992,66757402,102100,1457,Vietnam,Asia
1990,68.19,431.88172,68209605,98620,1501,Vietnam,Asia
1991,68.43,448.02715,69670902,95250,1562,Vietnam,Asia
1992,68.7,476.77575,71130448,91840,1667,Vietnam,Asia
1993,68.95,505.11003,72560427,87890,1770,Vietnam,Asia
1994,69.21,539.60812,73925082,83220,1895,Vietnam,Asia
1995,69.49,581.07608,75198977,77190,2042,Vietnam,Asia
1996,69.75,625.58427,76372719,70030,2197,Vietnam,Asia
1997,69.93,667.14286,77453335,62090,2339,Vietnam,Asia
1998,70.28,696.61002,78452897,54080,2437,Vietnam,Asia
1999,70.49,721.23567,79391374,47490,2515,Vietnam,Asia
2000,70.71,761.61017,80285562,43090,2650,Vietnam,Asia
2001,70.93,800.25993,81139919,40530,2778,Vietnam,Asia
2002,71.14,842.36552,81956496,40270,2920,Vietnam,Asia
2003,71.34,891.87118,82747662,41270,3085,Vietnam,Asia
2004,71.54,950.12991,83527678,42260,3278,Vietnam,Asia
2005,71.77,1012.37071,84308843,42640,3485,Vietnam,Asia
2006,72.01,1073.0128,85094617,42520,3687,Vietnam,Asia
2007,72.28,1138.87368,85889590,41660,3907,Vietnam,Asia
2008,72.53,1191.99875,86707801,40480,4085,Vietnam,Asia
2009,72.79,1244.03715,87565407,39240,4260,Vietnam,Asia
2010,73.07,1310.37027,88472512,38200,4486,Vietnam,Asia
2011,73.34,1377.13398,89436644,37480,4716,Vietnam,Asia
2012,73.6,1433.12914,90451881,36640,4910,Vietnam,Asia
2013,73.83,1493.56251,91497725,35940,5122,Vietnam,Asia
2014,74.06,1565.0205,92544915,35140,5370,Vietnam,Asia
2015,74.28,1651.23468,93571567,34190,5667,Vietnam,Asia
1990,58.71,972.5828,12057039,74900,3327,Yemen,Asia
1991,59.1,984.43006,12661614,75600,3368,Yemen,Asia
1992,59.45,1012.15139,13325583,76670,3462,Yemen,Asia
1993,59.79,1000.71582,14017239,77710,3423,Yemen,Asia
1994,59.89,1018.88647,14692686,78130,3486,Yemen,Asia
1995,60.46,1032.52087,15320653,77470,3532,Yemen,Asia
1996,60.8,1041.70349,15889449,76170,3564,Yemen,Asia
1997,61.25,1061.49077,16408954,73500,3631,Yemen,Asia
1998,61.66,1092.80107,16896210,69710,3738,Yemen,Asia
1999,62.15,1102.61306,17378098,65900,3772,Yemen,Asia
2000,62.61,1138.24712,17874725,62570,3894,Yemen,Asia
2001,63.07,1148.42759,18390135,59890,3929,Yemen,Asia
2002,63.53,1160.24322,18919179,57940,3969,Yemen,Asia
2003,63.99,1170.14357,19462086,56550,4003,Yemen,Asia
2004,64.51,1182.89823,20017068,55120,4047,Yemen,Asia
2005,64.97,1214.70464,20582927,53520,4155,Yemen,Asia
2006,65.52,1219.00744,21160534,51590,4170,Yemen,Asia
2007,65.84,1225.47236,21751605,49520,4192,Yemen,Asia
2008,66.4,1235.81157,22356391,47260,4228,Yemen,Asia
2009,67.03,1249.03365,22974929,45080,4273,Yemen,Asia
2010,67.51,1309.23193,23606779,42830,4479,Yemen,Asia
2011,67.68,1112.35191,24252206,40770,3805,Yemen,Asia
2012,67.91,1108.89498,24909969,38900,3793,Yemen,Asia
2013,68.36,1132.09746,25576322,37220,3873,Yemen,Asia
2014,68.44,1101.11723,26246327,35660,3767,Yemen,Asia
2015,67.19,674.86354,26916207,34350,2641,Yemen,Asia
1960,52.71,4527.25163,17456855,142000,7869,South Africa,Africa
1961,53.17,4579.63509,17920673,140700,7954,South Africa,Africa
1962,53.62,4735.47422,18401608,139100,8133,South Africa,Africa
1963,54.06,4950.75772,18899275,137200,8453,South Africa,Africa
1964,54.51,5202.43015,19412975,135100,8740,South Africa,Africa
1965,54.98,5374.41975,19942303,132800,8977,South Africa,Africa
1966,55.44,5463.8686,20486439,130700,9083,South Africa,Africa
1967,55.89,5701.41305,21045785,128900,9413,South Africa,Africa
1968,56.33,5779.80997,21622590,127400,9531,South Africa,Africa
1969,56.78,5889.6783,22219897,126300,9821,South Africa,Africa
1970,57.21,6030.65644,22839451,125400,10044,South Africa,Africa
1971,57.6,6116.41386,23482813,124500,10288,South Africa,Africa
1972,57.9,6046.31933,24148137,123600,10244,South Africa,Africa
1973,58.2,6149.2021,24829693,122500,10430,South Africa,Africa
1974,58.51,6348.5832,25519604,122300,10761,South Africa,Africa
1975,58.75,6285.58049,26212405,117600,10712,South Africa,Africa
1976,58.96,6261.70614,26904349,112800,10724,South Africa,Africa
1977,59.13,6098.73877,27597297,107400,10463,South Africa,Africa
1978,59.33,6126.98899,28298150,101700,10532,South Africa,Africa
1979,59.58,6201.68239,29017049,96080,10699,South Africa,Africa
1980,59.86,6447.09434,29760471,91000,11121,South Africa,Africa
1981,60.14,6620.85084,30532954,86500,11371,South Africa,Africa
1982,60.42,6427.62301,31330259,82960,10994,South Africa,Africa
1983,60.66,6150.04154,32139708,80040,10478,South Africa,Africa
1984,61.32,6305.91611,32943584,77680,10687,South Africa,Africa
1985,61.92,6084.2528,33730148,75330,10247,South Africa,Africa
1986,62.26,5951.19904,34490419,72940,10026,South Africa,Africa
1987,62.91,5948.61829,35230249,70540,10007,South Africa,Africa
1988,63.6,6070.9012,35970537,68060,10198,South Africa,Africa
1989,64.09,6085.94932,36740883,65810,10197,South Africa,Africa
1990,64.39,5934.22412,37560525,63990,9899,South Africa,Africa
1991,64.72,5739.73331,38437855,62290,9564,South Africa,Africa
1992,64.54,5485.44113,39360225,61310,9129,South Africa,Africa
1993,64.99,5423.58795,40300161,61400,9014,South Africa,Africa
1994,64.6,5474.19693,41218901,62530,9090,South Africa,Africa
1995,64.25,5528.16947,42088165,64990,9177,South Africa,Africa
1996,62.91,5657.32791,42898520,69080,9395,South Africa,Africa
1997,60.95,5706.1748,43657024,74210,9484,South Africa,Africa
1998,59.4,5643.26149,44372112,79610,9388,South Africa,Africa
1999,57.59,5688.30851,45058775,84320,9468,South Africa,Africa
2000,55.43,5837.88518,45728315,87880,9716,South Africa,Africa
2001,54.33,5912.67012,46385006,89320,9890,South Africa,Africa
2002,53.14,6045.96319,47026173,88430,10131,South Africa,Africa
2003,52.12,6142.94031,47648727,85760,10304,South Africa,Africa
2004,51.44,6343.02975,48247395,82310,10639,South Africa,Africa
2005,51.08,6599.35652,48820586,80100,11058,South Africa,Africa
2006,51,6892.36241,49364582,78920,11526,South Africa,Africa
2007,51.44,7185.753,49887181,79700,11982,South Africa,Africa
2008,52.15,7337.84017,50412129,79740,12197,South Africa,Africa
2009,53.07,7145.78412,50970818,76070,11842,South Africa,Africa
2010,54.27,7275.38211,51584663,65440,12029,South Africa,Africa
2011,55.75,7416.71388,52263516,60360,12244,South Africa,Africa
2012,57.5,7475.78082,52998213,56080,12330,South Africa,Africa
2013,59.24,7551.96339,53767396,48550,12446,South Africa,Africa
2014,60.63,7582.55273,54539571,44140,12462,South Africa,Africa
